year,donor_group,value,value_bn,value_bn_rounded
2014,Other - Country,587.16518,0.58716518,0.59
2014,"Other - DFI, IFI, Bank",2416.746889,2.416746889,2.42
2014,"Other - IGO, NGO, PPP",175.24220499999998,0.17524220499999998,0.18
2014,UN Agencies,68.751695,0.068751695,0.07
2014,World Bank,3193.9710450000002,3.193971045,3.19
2015,EU Institutions,270.348388,0.270348388,0.27
2015,Foundation,119.464065,0.11946406500000001,0.12
2015,G7,3712.154575,3.712154575,3.71
2015,Other - Country,623.394307,0.623394307,0.62
2015,"Other - DFI, IFI, Bank",2173.315807,2.173315807,2.17
2015,"Other - IGO, NGO, PPP",223.762177,0.223762177,0.22
2015,UN Agencies,145.67664,0.14567664,0.15
2015,World Bank,3615.471032,3.615471032,3.62
2016,EU Institutions,308.186549,0.30818654900000003,0.31
2016,Foundation,181.25291,0.18125291000000002,0.18
2016,G7,3750.620998,3.750620998,3.75
2016,Other - Country,374.358173,0.374358173,0.37
2016,"Other - DFI, IFI, Bank",3242.483784,3.242483784,3.24
2016,"Other - IGO, NGO, PPP",279.730575,0.279730575,0.28
2016,UN Agencies,181.330345,0.181330345,0.18
2016,World Bank,2291.23647,2.29123647,2.29
2017,EU Institutions,286.515662,0.286515662,0.29
2017,Foundation,308.363715,0.30836371500000004,0.31
2017,G7,3491.651912,3.491651912,3.49
2017,Other - Country,532.736168,0.532736168,0.53
2017,"Other - DFI, IFI, Bank",3674.825678,3.6748256780000004,3.67
2017,"Other - IGO, NGO, PPP",269.444776,0.269444776,0.27
2017,UN Agencies,135.342787,0.135342787,0.14
2017,World Bank,1980.27393,1.98027393,1.98
2018,EU Institutions,282.822067,0.282822067,0.28
2018,Foundation,296.882123,0.296882123,0.3
2018,G7,2774.709916,2.774709916,2.77
2018,Other - Country,465.577923,0.465577923,0.47
2018,"Other - DFI, IFI, Bank",1934.310318,1.934310318,1.93
2018,"Other - IGO, NGO, PPP",377.528756,0.37752875599999997,0.38
2018,UN Agencies,159.82755,0.15982755,0.16
2018,World Bank,1397.711378,1.397711378,1.4
2019,EU Institutions,237.04279300000002,0.23704279300000003,0.24
2019,Foundation,291.46855899999997,0.29146855899999996,0.29
2019,G7,2420.242748,2.420242748,2.42
2019,Other - Country,699.438042,0.699438042,0.7
2019,"Other - DFI, IFI, Bank",5315.033135000001,5.315033135,5.32
2019,"Other - IGO, NGO, PPP",306.848383,0.306848383,0.31
2019,UN Agencies,201.343144,0.201343144,0.2
2019,World Bank,1551.660243,1.551660243,1.55
2020,EU Institutions,279.709536,0.27970953600000004,0.28
2020,Foundation,282.849956,0.282849956,0.28
2020,G7,1738.306631,1.738306631,1.74
2020,Other - Country,277.411924,0.277411924,0.28
2020,"Other - DFI, IFI, Bank",5692.1038499999995,5.69210385,5.69
2020,"Other - IGO, NGO, PPP",579.51304,0.57951304,0.58
2020,UN Agencies,184.527076,0.18452707599999998,0.18
2020,World Bank,3810.908676,3.810908676,3.81
2021,EU Institutions,236.609353,0.236609353,0.24
2021,Foundation,306.499839,0.306499839,0.31
2021,G7,1759.968748,1.759968748,1.76
2021,Other - Country,305.360096,0.305360096,0.31
2021,"Other - DFI, IFI, Bank",5446.837346,5.446837346000001,5.45
2021,"Other - IGO, NGO, PPP",489.080725,0.489080725,0.49
2021,UN Agencies,199.471036,0.199471036,0.2
2021,World Bank,4431.215071,4.431215071,4.43
2022,EU Institutions,251.266463,0.251266463,0.25
2022,Foundation,391.09238600000003,0.391092386,0.39
2022,G7,1381.752896,1.381752896,1.38
2022,Other - Country,497.890548,0.49789054800000004,0.5
2022,"Other - DFI, IFI, Bank",7831.502042,7.831502042,7.83
2022,"Other - IGO, NGO, PPP",269.171216,0.269171216,0.27
2022,UN Agencies,270.174357,0.270174357,0.27
2022,World Bank,2605.747215,2.605747215,2.61
2023,EU Institutions,205.166564,0.205166564,0.21
2023,Foundation,385.319694,0.38531969400000005,0.39
2023,G7,1363.396902,1.3633969019999999,1.36
2023,Other - Country,4399.147195,4.399147194999999,4.4
2023,"Other - DFI, IFI, Bank",3433.931436,3.433931436,3.43
2023,"Other - IGO, NGO, PPP",173.945602,0.173945602,0.17
2023,UN Agencies,230.12544,0.23012544,0.23
2023,World Bank,5123.22096,5.123220959999999,5.12
